Origin_Index,Origin_DOI,position,id,doi,title,authors,authors_auid,authors_affiliationid,sourcetitle,publicationyear,coverDate,volume,issue,first,last,citedbycount,type,text,fulltext
8,10.3390/buildings13051313,36,85009110229,10.1016/j.jclepro.2016.12.049,Life Cycle Assessment and Multi-criteria Decision Analysis: Selection of a strategy for domestic food waste management in Rio de Janeiro,"Angelo, A.C.M.; Saraiva, A.B.; Clímaco, J.C.N.; Infante, C.E.; Valle, R.",,,J. Clean. Prod,2017,,,,,,,,,Angelo A.C.M. Saraiva A.B. Clímaco J.C.N. Infante C.E. Valle R. Life Cycle Assessment and Multi-criteria Decision Analysis: Selection of a strategy for domestic food waste management in Rio de Janeiro J. Clean. Prod. 2017 143 744 756 10.1016/j.jclepro.2016.12.049
8,10.3390/buildings13051313,37,85079677081,10.3390/su12020685,A BIM-LCA Approach for Estimating the Greenhouse Gas Emissions of Large-scale Public Buildings: A Case Study,"Cheng, B.; Li, J.; Tam, V.W.Y.; Yang, M.; Chen, D.",,,Sustainability,2020,,,,,,,,,Cheng B. Li J. Tam V.W.Y. Yang M. Chen D. A BIM-LCA Approach for Estimating the Greenhouse Gas Emissions of Large-scale Public Buildings: A Case Study Sustainability 2020 12 685 10.3390/su12020685
8,10.3390/buildings13051313,38,85074374467,10.1016/j.jclepro.2019.118754,Using LCA to research carbon footprint for precast concrete piles during the building construction stage: A China study,"Li, X.-J.; Zheng, Y.-D.",,,J. Clean. Prod,2020,,,,,,,,,Li X.-J. Zheng Y.-d. Using LCA to research carbon footprint for precast concrete piles during the building construction stage: A China study J. Clean. Prod. 2020 245 118754 10.1016/j.jclepro.2019.118754
8,10.3390/buildings13051313,39,85085109888,10.3390/su12083460,Life-Cycle Assessment and Monetary Measurements for the Carbon Footprint Reduction of Public Buildings,"Trovato, M.R.; Nocera, F.; Giuffrida, S.",,,Sustainability,2020,,,,,,,,,Trovato M.R. Nocera F. Giuffrida S. Life-Cycle Assessment and Monetary Measurements for the Carbon Footprint Reduction of Public Buildings Sustainability 2020 12 3460 10.3390/su12083460
8,10.3390/buildings13051313,40,85026438662,10.1016/j.rser.2017.07.061,The life cycle carbon footprint of refurbished and new buildings—A systematic review of case studies,"Schwartz, Y.; Raslan, R.; Mumovic, D.",,,Renew. Sustain. Energy Rev,2018,,,,,,,,,Schwartz Y. Raslan R. Mumovic D. The life cycle carbon footprint of refurbished and new buildings—A systematic review of case studies Renew. Sustain. Energy Rev. 2018 81 231 241 10.1016/j.rser.2017.07.061
8,10.3390/buildings13051313,41,85029826483,10.1016/j.proeng.2017.07.146,"Carbon footprint and carbon emission reduction of urban buildings: A case in Xiamen City, China","Huang, W.; Li, F.; Cui, S.-H.; Huang, L.; Lin, J.-Y.",,,Procedia Eng,2017,,,,,,,,,"Huang W. Li F. Cui S.-h. Huang L. Lin J.-y. Carbon footprint and carbon emission reduction of urban buildings: A case in Xiamen City, China Procedia Eng. 2017 198 1007 1017 10.1016/j.proeng.2017.07.146"
8,10.3390/buildings13051313,42,0005824233,,,,,,"Standard Practice for Selecting Proportions for Normal, Heavyweight, and Mass Concrete (Reapproved 2009)",2009,,,,,,,,"American Concrete Institute, Farming Hills, MI, USA","ACI 211.1-91 Standard Practice for Selecting Proportions for Normal, Heavyweight, and Mass Concrete (Reapproved 2009) American Concrete Institute Farming Hills, MI, USA 2009"
8,10.3390/buildings13051313,43,85160615954,,,"Rostampour, M.A.",,,Calculations of the Building Dead Loads based on the Various Construction Details,2023,,,,,,,,"Simaye Danesh Publication, Tehran, Iran","Rostampour M.A. Calculations of the Building Dead Loads based on the Various Construction Details Simaye Danesh Publication Tehran, Iran 2023"
8,10.3390/buildings13051313,44,84983343163,,,,,,Iranian Code of Practice for Seismic Resistance Design of Buildings,2015,,,,,,,,"Iran National Standards Organization (INSO), Industrial City, Iran","The Iranian Standard No. 2800 Iranian Code of Practice for Seismic Resistance Design of Buildings Iran National Standards Organization (INSO) Industrial City, Iran 2015"
8,10.3390/buildings13051313,45,85160585371,,,,,,Design of Reinforced Concrete Structures,2020,,,,,,,,"Ministry of Roads and Urban Development, Tehran, Iran, Chapter 9","Ministry of Roads and Urban Development Design of Reinforced Concrete Structures Ministry of Roads and Urban Development Tehran, Iran 2020 Chapter 9"
9,10.3390/su15097273,1,85138430514,,,"Goldstein, N.",,,Global Warming,2009,,,,,,,,"Infobase Publishing, New York, NY, USA","Goldstein N. Global Warming Infobase Publishing New York, NY, USA 2009 0-8160-6769-4"
9,10.3390/su15097273,2,85044882332,10.2307/20037967,Growth and Survival,"Heilbroner, R.L.",,,Foreign Aff,1972,,,,,,,,,Heilbroner R.L. Growth and Survival Foreign Aff. 1972 51 139 153 10.2307/20037967
9,10.3390/su15097273,3,84960204653,,,"Bonneuil, C.",,,"The Shock of the Anthropocene: The Earth, History and Us",2016,,,,,,,,"Verso Books, New York, NY, USA","Bonneuil C. The Shock of the Anthropocene: The Earth, History and Us Verso Books New York, NY, USA 2016 1-78478-082-0"
9,10.3390/su15097273,4,85091653215,10.3390/su12187427,"Issues, Impacts, and Mitigations of Carbon Dioxide Emissions in the Building Sector","Ahmed Ali, K.; Ahmad, M.I.; Yusup, Y.",,,Sustainability,2020,,,,,,,,,"Ahmed Ali K. Ahmad M.I. Yusup Y. Issues, Impacts, and Mitigations of Carbon Dioxide Emissions in the Building Sector Sustainability 2020 12 7427 10.3390/su12187427"
9,10.3390/su15097273,5,85116387329,10.1016/j.enbuild.2021.111507,The Impacts of Restoration and Reconstruction of a Heritage Building on Life Cycle Energy Consumption and Related Carbon Dioxide Emissions,"Atmaca, N.; Atmaca, A.; Özçetin, A.İ.",,,Energy Build,2021,,,,,,,,,Atmaca N. Atmaca A. Özçetin A.İ. The Impacts of Restoration and Reconstruction of a Heritage Building on Life Cycle Energy Consumption and Related Carbon Dioxide Emissions Energy Build. 2021 253 111507 10.1016/j.enbuild.2021.111507
9,10.3390/su15097273,6,84930374568,10.1016/j.jclepro.2015.04.001,Life Cycle Carbon Dioxide Emissions Simulation and Environmental Cost Analysis for Building Construction,"Chou, J.-S.; Yeh, K.-C.",,,J. Clean. Prod,2015,,,,,,,,,Chou J.-S. Yeh K.-C. Life Cycle Carbon Dioxide Emissions Simulation and Environmental Cost Analysis for Building Construction J. Clean. Prod. 2015 101 137 147 10.1016/j.jclepro.2015.04.001
9,10.3390/su15097273,7,85068783302,10.3390/su11133571,Comparison of Carbon Dioxide Emissions of the Ordinary Reinforced Concrete Slab and the Voided Slab System During the Construction Phase: A Case Study of a Residential Building in South Korea,"Paik, I.; Na, S.",,,Sustainability,2019,,,,,,,,,Paik I. Na S. Comparison of Carbon Dioxide Emissions of the Ordinary Reinforced Concrete Slab and the Voided Slab System During the Construction Phase: A Case Study of a Residential Building in South Korea Sustainability 2019 11 3571 10.3390/su11133571
9,10.3390/su15097273,8,85076309036,,,,,,World Green Building Council Bringing Embodied Carbon Upfront: Coordinated Action for the Building and Construction Sector to Tackle Embodied Carbon,2019,,,,,,,,"World Green Building Council Toronto, Toronto, ON, Canada","World Green Building Council Bringing Embodied Carbon Upfront: Coordinated Action for the Building and Construction Sector to Tackle Embodied Carbon World Green Building Council Toronto Toronto, ON, Canada 2019"
9,10.3390/su15097273,9,85092705274,10.1016/j.enbuild.2020.110542,Cradle to Gate” Assessment of Material Related Embodied Carbon: A Design Stage Stratagem for Mid-Rise Housing in Sri Lanka,"Jayawardana, A.S.; Perera, N.G.R.; Perera, L.A.S.R.",,,Energy Build,2021,,,,,,,,,Jayawardana A.S. Perera N.G.R. Perera L.A.S.R. “Cradle to Gate” Assessment of Material Related Embodied Carbon: A Design Stage Stratagem for Mid-Rise Housing in Sri Lanka Energy Build. 2021 230 110542 10.1016/j.enbuild.2020.110542
9,10.3390/su15097273,10,85057379199,10.1016/j.egypro.2018.10.018,LCA of Constructing an Industrial Building: Focus on Embodied Carbon and Energy,"Rodrigues, V.; Martins, A.A.; Nunes, M.I.; Quintas, A.; Mata, T.M.; Caetano, N.S.",,,Energy Procedia,2018,,,,,,,,,Rodrigues V. Martins A.A. Nunes M.I. Quintas A. Mata T.M. Caetano N.S. LCA of Constructing an Industrial Building: Focus on Embodied Carbon and Energy Energy Procedia 2018 153 420 425 10.1016/j.egypro.2018.10.018
9,10.3390/su15097273,11,85105280751,10.1016/j.enbuild.2021.110983,Design Space Exploration for Comparing Embodied Carbon in Tall Timber Structural Systems,"Hens, I.; Solnosky, R.; Brown, N.C.",,,Energy Build,2021,,,,,,,,,Hens I. Solnosky R. Brown N.C. Design Space Exploration for Comparing Embodied Carbon in Tall Timber Structural Systems Energy Build. 2021 244 110983 10.1016/j.enbuild.2021.110983
9,10.3390/su15097273,12,85044161704,10.1016/j.enbuild.2018.03.003,"Energy & Buildings Embodied Energy of Buildings: A Review of Data, Methods, Challenges, and Research Trends","Azari, R.; Abbasabadi, N.",,,Energy Build,2018,,,,,,,,,"Azari R. Abbasabadi N. Energy & Buildings Embodied Energy of Buildings: A Review of Data, Methods, Challenges, and Research Trends Energy Build. 2018 168 225 235 10.1016/j.enbuild.2018.03.003"
9,10.3390/su15097273,13,85096158846,10.1016/j.enbuild.2020.110612,Embodied Energy and Embodied Carbon of Structural Building Materials: Worldwide Progress and Barriers through Literature Map Analysis,"Cabeza, L.F.; Boquera, L.; Chàfer, M.; Vérez, D.",,,Energy Build,2021,,,,,,,,,Cabeza L.F. Boquera L. Chàfer M. Vérez D. Embodied Energy and Embodied Carbon of Structural Building Materials: Worldwide Progress and Barriers through Literature Map Analysis Energy Build. 2021 231 110612 10.1016/j.enbuild.2020.110612
9,10.3390/su15097273,15,84947081223,10.1016/j.egypro.2015.07.581,"New Life of the Building Materials-Recycle, Reuse and Recovery","Ng, W.Y.; Chau, C.K.",,,Energy Procedia,2015,,,,,,,,,"Ng W.Y. Chau C.K. New Life of the Building Materials-Recycle, Reuse and Recovery Energy Procedia 2015 75 2884 2891 10.1016/j.egypro.2015.07.581"
9,10.3390/su15097273,16,85113973567,10.1016/j.istruc.2020.12.013,"Embodied Carbon Assessment Using a Dynamic Climate Model: Case-Study Comparison of a Concrete, Steel and Timber Building Structure","Hawkins, W.; Cooper, S.; Allen, S.; Roynon, J.; Ibell, T.",,,Structures,2021,,,,,,,,,"Hawkins W. Cooper S. Allen S. Roynon J. Ibell T. Embodied Carbon Assessment Using a Dynamic Climate Model: Case-Study Comparison of a Concrete, Steel and Timber Building Structure Structures 2021 33 90 98 10.1016/j.istruc.2020.12.013"
9,10.3390/su15097273,17,85051314669,10.1515/vjbsd-2017-0005,Linear Economy Versus Circular Economy: A Comparative and Analyzer Study for Optimization of Economy for Sustainability,"Sariatli, F.",,,Visegr. J. Bioeconomy Sustain. Dev,2017,,,,,,,,,Sariatli F. Linear Economy Versus Circular Economy: A Comparative and Analyzer Study for Optimization of Economy for Sustainability Visegr. J. Bioeconomy Sustain. Dev. 2017 6 31 34 10.1515/vjbsd-2017-0005
9,10.3390/su15097273,18,85021832846,10.1016/j.procir.2017.03.012,From Linear to Circular Economy: PSS Conducting the Transition,"Michelini, G.; Moraes, R.N.; Cunha, R.N.; Costa, J.M.H.; Ometto, A.R.",,,Procedia CIRP,2017,,,,,,,,,Michelini G. Moraes R.N. Cunha R.N. Costa J.M.H. Ometto A.R. From Linear to Circular Economy: PSS Conducting the Transition Procedia CIRP 2017 64 2 6 10.1016/j.procir.2017.03.012
9,10.3390/su15097273,19,85159370886,,,"Bates, A.; Kelly, P.; Schoonhoven, J.; Riis-Tolman, T.; Snabe, K.",,,"The Business Case for Circular Buildings: Exploring the Economic, Environmental and Social Value",2021,,,,,,,,"World Business Council for Sustainable Development, Geneva, Switzerland","Bates A. Kelly P. Schoonhoven J. Riis-Tolman T. Snabe K. The Business Case for Circular Buildings: Exploring the Economic, Environmental and Social Value World Business Council for Sustainable Development Geneva, Switzerland 2021 49"
9,10.3390/su15097273,20,85159375861,,,,,,,,,,,,,,,Available online,Ellen Macarthur Foundation Completing the Picture: How the Circular Economy Tackles Climate Change 2021 Available online: https://ellenmacarthurfoundation.org/completing-the-picture (accessed on 3 March 2022)
9,10.3390/su15097273,21,85029397642,10.1016/j.resconrec.2017.09.005,Conceptualizing the Circular Economy: An Analysis of 114 Definitions,"Kirchherr, J.; Reike, D.; Hekkert, M.",,,Resour. Conserv. Recycl,2017,,,,,,,,,Kirchherr J. Reike D. Hekkert M. Conceptualizing the Circular Economy: An Analysis of 114 Definitions Resour. Conserv. Recycl. 2017 127 221 232 10.1016/j.resconrec.2017.09.005
9,10.3390/su15097273,22,85002758417,10.1016/j.wasman.2016.08.017,Design for Deconstruction (DfD): Critical Success Factors for Diverting End-of-Life Waste from Landfills,"Akinade, O.O.; Oyedele, L.O.; Ajayi, S.O.; Bilal, M.; Alaka, H.A.; Owolabi, H.A.; Bello, S.A.; Jaiyeoba, B.E.; Kadiri, K.O.",,,Waste Manag,2017,,,,,,,,,Akinade O.O. Oyedele L.O. Ajayi S.O. Bilal M. Alaka H.A. Owolabi H.A. Bello S.A. Jaiyeoba B.E. Kadiri K.O. Design for Deconstruction (DfD): Critical Success Factors for Diverting End-of-Life Waste from Landfills Waste Manag. 2017 60 3 13 10.1016/j.wasman.2016.08.017
9,10.3390/su15097273,23,84948390352,10.1016/j.proeng.2015.08.485,Design for Disassembly and Deconstruction—Challenges and Opportunities,"Rios, F.C.; Chong, W.K.; Grau, D.",,,Procedia Eng,2015,,,,,,,,,Rios F.C. Chong W.K. Grau D. Design for Disassembly and Deconstruction—Challenges and Opportunities Procedia Eng. 2015 118 1296 1304 10.1016/j.proeng.2015.08.485
9,10.3390/su15097273,24,84958158085,10.1016/j.egypro.2015.12.205,Design Strategies for Low Embodied Carbon and Low Embodied Energy Buildings: Principles and Examples,"Lupíšek, A.; Vaculíková, M.; Mancík, S.; Hodková, J.; Ržika, J.",,,Energy Procedia,2015,,,,,,,,,Lupíšek A. Vaculíková M. Mancík S. Hodková J. Ržika J. Design Strategies for Low Embodied Carbon and Low Embodied Energy Buildings: Principles and Examples Energy Procedia 2015 83 147 156 10.1016/j.egypro.2015.12.205
9,10.3390/su15097273,25,85044008720,10.1016/j.enbuild.2018.02.044,Parametric Embodied Carbon Prediction Model for Early Stage Estimating,"Victoria, M.F.; Perera, S.",,,Energy Build,2018,,,,,,,,,Victoria M.F. Perera S. Parametric Embodied Carbon Prediction Model for Early Stage Estimating Energy Build. 2018 168 106 119 10.1016/j.enbuild.2018.02.044
9,10.3390/su15097273,26,85122177933,,Towards Zero Carbon Buildings Reducing the Embodied Carbon Footprint of a Construction,"Grover, R.",,,Master’s Thesis,2020,,,,,,,,"Delft University of Technology, Delft, The Netherlands","Grover R. Towards Zero Carbon Buildings Reducing the Embodied Carbon Footprint of a Construction Master’s Thesis Delft University of Technology Delft, The Netherlands 2020"
9,10.3390/su15097273,27,85159376784,,,,,,"Low Carbon Turkey Technical Assistance for Developed Analytical Basis for Formulating Strategies and Actions towards Low Carbon Development: Activity 1.1.1 Review and Analysis of the Status of the Climate Related Strategies, Policies, Plans, and Legislation (Status Report)",2017,,,,,,,,"Hulla & Co Human Dynamics KG, Köln, Germany","Low Carbon Turkey Technical Assistance for Developed Analytical Basis for Formulating Strategies and Actions towards Low Carbon Development: Activity 1.1.1 Review and Analysis of the Status of the Climate Related Strategies, Policies, Plans, and Legislation (Status Report) Hulla & Co Human Dynamics KG Köln, Germany 2017"
9,10.3390/su15097273,28,85159331429,,,,,,,,,,,,,,,Available online,GIZ Turkish Building Sector Energy Efficiency Technology Atlas; 2018. GIZ-Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH Available online: https://www.giz.de/de/downloads/giz2019-en-turkish-building-sector.pdf (accessed on 3 March 2022)
9,10.3390/su15097273,29,85159325532,,,,,,Low Carbon Turkey Technical Assistance for Developed Analytical Basis for Formulating Strategies and Actions Towards Low Carbon Development: Activity 1.1.2 Identification of the Sectoral Development Policies Intended to Meet the GHG Emissions Reduction Targets (Demand Stat),2018,,,,,,,,"Hulla & Co Human Dynamics KG, Köln, Germany","Low Carbon Turkey Technical Assistance for Developed Analytical Basis for Formulating Strategies and Actions Towards Low Carbon Development: Activity 1.1.2 Identification of the Sectoral Development Policies Intended to Meet the GHG Emissions Reduction Targets (Demand Stat) Hulla & Co Human Dynamics KG Köln, Germany 2018"
9,10.3390/su15097273,30,85144004315,10.30897/ijegeo.726913,Management of Carbon Footprint and Determination of GHG Emission Sources in Construction Sector,"Ahmetoğlu, S.; Tanık, A.",,,Int. J. Environ. Geoinform,2020,,,,,,,,,Ahmetoğlu S. Tanık A. Management of Carbon Footprint and Determination of GHG Emission Sources in Construction Sector Int. J. Environ. Geoinform. 2020 7 191 204 10.30897/ijegeo.726913
9,10.3390/su15097273,31,85159356367,,,"Neelis, M.; Geres, R.; Mert, E.; Döğerlioğlu, Ö.",,,Roadmap for the Consideration of Establishment and Operation of a Greenhouse Gas Emissions Trading System in Turkey,2016,,,,,,,,"Hulla & Co Human Dynamics KG, Köln, Germany","Neelis M. Geres R. Mert E. Döğerlioğlu Ö. Roadmap for the Consideration of Establishment and Operation of a Greenhouse Gas Emissions Trading System in Turkey Hulla & Co Human Dynamics KG Köln, Germany 2016"
9,10.3390/su15097273,32,85151633891,10.3390/civileng3030036,Cross-Laminated Timber: A Survey on Design Methods and Concepts in Practice,"Schenk, M.; Hübner, C.; Cabrero, J.M.",,,CivilEng,2022,,,,,,,,,Schenk M. Hübner C. Cabrero J.M. Cross-Laminated Timber: A Survey on Design Methods and Concepts in Practice CivilEng 2022 3 610 629 10.3390/civileng3030036
9,10.3390/su15097273,33,85138701492,10.3390/buildings12091416,"Barriers, Opportunities and Recommendations to Enhance the Adoption of Timber within Multi-Storey Buildings in Austria","Santana-Sosa, A.; Kovacic, I.",,,Buildings,2022,,,,,,,,,"Santana-Sosa A. Kovacic I. Barriers, Opportunities and Recommendations to Enhance the Adoption of Timber within Multi-Storey Buildings in Austria Buildings 2022 12 1416 10.3390/buildings12091416"
9,10.3390/su15097273,34,85123104317,10.3390/su14031170,Development of Sustainable Timber Construction in Ibero-America: State of the Art in the Region and Identification of Current International Gaps in the Construction Industry,"Araya, R.; Guillaumet, A.; do Valle, Â.; Duque, M.D.; Gonzalez, G.; Cabrero, J.M.; De León, E.; Castro, F.; Gutierrez, C.; Negrão, J.",,,Sustainability,2022,,,,,,,,,Araya R. Guillaumet A. do Valle Â. Duque M.D. Gonzalez G. Cabrero J.M. De León E. Castro F. Gutierrez C. Negrão J. et al. Development of Sustainable Timber Construction in Ibero-America: State of the Art in the Region and Identification of Current International Gaps in the Construction Industry Sustainability 2022 14 1170 10.3390/su14031170
9,10.3390/su15097273,35,85046731598,10.1016/j.engstruct.2018.04.090,The New Provisions for the Seismic Design of Timber Buildings in Europe,"Follesa, M.; Fragiacomo, M.; Casagrande, D.; Tomasi, R.; Piazza, M.; Vassallo, D.; Canetti, D.; Rossi, S.",,,Eng. Struct,2018,,,,,,,,,Follesa M. Fragiacomo M. Casagrande D. Tomasi R. Piazza M. Vassallo D. Canetti D. Rossi S. The New Provisions for the Seismic Design of Timber Buildings in Europe Eng. Struct. 2018 168 736 747 10.1016/j.engstruct.2018.04.090
9,10.3390/su15097273,36,84962258164,10.1007/s00107-016-1035-0,Numerical Analysis of Tall CLT-Concrete Buildings with Mechanical Connections,"Xia, Z.Y.; van de Kuilen, J.W.G.",,,Eur. J. Wood Wood Prod,2016,,,,,,,,,Xia Z.Y. van de Kuilen J.W.G. Numerical Analysis of Tall CLT-Concrete Buildings with Mechanical Connections Eur. J. Wood Wood Prod. 2016 74 487 489 10.1007/s00107-016-1035-0
9,10.3390/su15097273,37,85159328201,,Worldwide Structural Survey of 197 Multi-Storey Timber-Based Buildings From 5 to 24 Storeys,"Salvadori, V.",,,Proceedings of the WCTE2020,,,,,,,,,"Santiago, Chile, 24–27 August 2020","Salvadori V. Worldwide Structural Survey of 197 Multi-Storey Timber-Based Buildings From 5 to 24 Storeys Proceedings of the WCTE2020 Santiago, Chile 24–27 August 2020"
9,10.3390/su15097273,38,85133974527,10.1080/13632469.2022.2086186,"Damages and Failures of Structures in İzmir (Turkey) during the October 30, 2020 Aegean Sea Earthquake","Gurbuz, T.; Cengiz, A.; Kolemenoglu, S.; Demir, C.; Ilki, A.",,,J. Earthq. Eng,2022,,,,,,,,,"Gurbuz T. Cengiz A. Kolemenoglu S. Demir C. Ilki A. Damages and Failures of Structures in İzmir (Turkey) during the October 30, 2020 Aegean Sea Earthquake J. Earthq. Eng. 2022 27 1 42 10.1080/13632469.2022.2086186"
9,10.3390/su15097273,39,85113830819,10.1007/s10518-021-01226-6,Performance of Structures in İzmir after the Samos Island Earthquake,"Yakut, A.; Sucuoğlu, H.; Binici, B.; Canbay, E.; Donmez, C.; İlki, A.; Caner, A.; Celik, O.C.; Ay, B.Ö.",,,Bull. Earthq. Eng,2022,,,,,,,,,Yakut A. Sucuoğlu H. Binici B. Canbay E. Donmez C. İlki A. Caner A. Celik O.C. Ay B.Ö. Performance of Structures in İzmir after the Samos Island Earthquake Bull. Earthq. Eng. 2022 20 7793 7818 10.1007/s10518-021-01226-6
9,10.3390/su15097273,40,85118914212,,,"Özacar, A.A.; Gülerce, Z.; Sopacı, E.; Askan Gündoğan, A.",,,"The October 30, 2020 Izmir-Seferihisar Offshore (Samos) Earthquake (MW= 6.6) Reconnaisance Observations and Findings",2020,,,,,,,,Available online,"Özacar A.A. Gülerce Z. Sopacı E. Askan Gündoğan A. The October 30, 2020 Izmir-Seferihisar Offshore (Samos) Earthquake (MW= 6.6) Reconnaisance Observations and Findings 2020 Available online: https://eerc.metu.edu.tr/en/system/files/documents/Izmir%20Earthquake%20Report.pdf (accessed on 3 March 2022)"
9,10.3390/su15097273,41,85107040744,10.1061/(ASCE)AE.1943-5568.0000478,User-Oriented Architectural Design of Separated Infill Walls to Prevent Soft Ground Story in Reinforced Concrete Low-Rise Buildings,"Morales-Beltran, M.; Durmuşlar, F.; Kızılörenli, E.",,,J. Archit. Eng,2021,,,,,,,,,Morales-Beltran M. Durmuşlar F. Kızılörenli E. User-Oriented Architectural Design of Separated Infill Walls to Prevent Soft Ground Story in Reinforced Concrete Low-Rise Buildings J. Archit. Eng. 2021 27 04021018 10.1061/(ASCE)AE.1943-5568.0000478
9,10.3390/su15097273,42,85088818977,10.1007/s10311-020-01059-w,Strategies for Mitigation of Climate Change: A Review,"Fawzy, S.; Osman, A.I.; Doran, J.; Rooney, D.W.",,,Environ. Chem. Lett,2020,,,,,,,,,Fawzy S. Osman A.I. Doran J. Rooney D.W. Strategies for Mitigation of Climate Change: A Review Environ. Chem. Lett. 2020 18 2069 2094 10.1007/s10311-020-01059-w
9,10.3390/su15097273,43,85159351154,,,,,,,,,,,,,,,Available online,Bellona Circularity in Concrete & Cement Available online: https://bellona.org/news/climate-change/2022-02-circularity-in-cement-and-concrete (accessed on 16 August 2022)
9,10.3390/su15097273,44,85099853178,10.3390/app11030939,Fundamentals of Building Deconstruction as a Circular Economy Strategy for the Reuse of Construction Materials,"Bertino, G.; Kisser, J.; Zeilinger, J.; Langergraber, G.; Fischer, T.; Österreicher, D.",,,Appl. Sci,2021,,,,,,,,,Bertino G. Kisser J. Zeilinger J. Langergraber G. Fischer T. Österreicher D. Fundamentals of Building Deconstruction as a Circular Economy Strategy for the Reuse of Construction Materials Appl. Sci. 2021 11 939 10.3390/app11030939
9,10.3390/su15097273,45,85063777407,,,"Kaufmann, H.; Krötsch, S.; Winter, S.",,,Manual of Multi-Storey Timber Construction,2018,,,,,,,,"Detail Business Information GmbH, Munich, Germany","Kaufmann H. Krötsch S. Winter S. Manual of Multi-Storey Timber Construction Detail Business Information GmbH Munich, Germany 2018 9783955533946"
9,10.3390/su15097273,46,85041471937,,,"Blaß, H.J.; Sandhaas, C.",,,Timber Engnering Principles for Design for Safety,2017,,,,,,,,"KIT Scientific Publishing, Karlsruhe, Germany","Blaß H.J. Sandhaas C. Timber Engnering Principles for Design for Safety KIT Scientific Publishing Karlsruhe, Germany 2017 9783731506737"
9,10.3390/su15097273,47,27744518937,,,"Herzog, T.; Natterer, J.; Schweitzer, R.; Volz, M.; Winter, W.",,,Timber Construction Manual,2004,,,,,,,,"Birkhäuser, Basel, Switzerland","Herzog T. Natterer J. Schweitzer R. Volz M. Winter W. Timber Construction Manual Birkhäuser Basel, Switzerland 2004 9783764369842"
9,10.3390/su15097273,48,85128237766,10.1016/j.jobe.2022.104482,Cross-Laminated Timber for Building Construction: A Life-Cycle-Assessment Overview,"Younis, A.; Dodoo, A.",,,J. Build. Eng,2022,,,,,,,,,Younis A. Dodoo A. Cross-Laminated Timber for Building Construction: A Life-Cycle-Assessment Overview J. Build. Eng. 2022 52 104482 10.1016/j.jobe.2022.104482
9,10.3390/su15097273,49,85159283828,,Comparison of a Mid-Rise Reinforced Concrete and a Cross-Laminated Timber Building Designed for Minimum Seismic Damage,"Aydin, S.; Sisman, O.A.; Ilki, A.; Lus, H.; Ceccotti, A.",,,Proceedings of the SECED2019,,,,,,,,,"Washington, DC, USA, 7–9 November 2019","Aydin S. Sisman O.A. Ilki A. Lus H. Ceccotti A. Comparison of a Mid-Rise Reinforced Concrete and a Cross-Laminated Timber Building Designed for Minimum Seismic Damage Proceedings of the SECED2019 Washington, DC, USA 7–9 November 2019"
9,10.3390/su15097273,50,84862568775,,Design for Disassembly—Themes and Principles,"Crowther, P.",,,Environ. Des. Guide,2005,,,,,,,,,Crowther P. Design for Disassembly—Themes and Principles Environ. Des. Guide 2005 2 1 7
9,10.3390/su15097273,51,85051764559,10.22382/wfs-2018-037,Seismic Design of Cross-Laminated Timber Buildings,"Tannert, T.; Follesa, M.; Fragiacomo, M.; Gonzalez, P.; Isoda, H.; Moroder, D.; Xiong, H.; van de Lindt, J.",,,Wood Fiber Sci,2018,,,,,,,,,Tannert T. Follesa M. Fragiacomo M. Gonzalez P. Isoda H. Moroder D. Xiong H. van de Lindt J. Seismic Design of Cross-Laminated Timber Buildings Wood Fiber Sci. 2018 50 3 26 10.22382/wfs-2018-037
9,10.3390/su15097273,52,85135676103,,,,,,Minimum Design Loads and Associated Criteria for Buildings and Other Structures,2021,,,,,,,,"American Society of Civil Engineers, Reston, VA, USA","ASCE/SEI 7-22 Minimum Design Loads and Associated Criteria for Buildings and Other Structures American Society of Civil Engineers Reston, VA, USA 2021"
9,10.3390/su15097273,53,85116749415,,,,,,National Building Code of Canada,2020,,,,,,,,"Associate Committee on the National Building Code, National Research Council of Canada (NRCC), Ottawa, ON, Canada","National Building Code of Canada Associate Committee on the National Building Code, National Research Council of Canada (NRCC) Ottawa, ON, Canada 2020"
9,10.3390/su15097273,54,85054171558,,,,,,Turkish Building Earthquake Code 2018,2018,,,,,,,,"Specifications for Buildings to Be Built Seismic Areas, Disaster and Emergency Management Presidency, Ministry of Public Works and Settlement Ankara, Ankara, Turkey","Turkish Building Earthquake Code 2018 Specifications for Buildings to Be Built in Seismic Areas Disaster and Emergency Management Presidency, Ministry of Public Works and Settlement Ankara Ankara, Turkey 2018"
9,10.3390/su15097273,55,85159268305,,,,,,Turkish Building Code 2017,2017,,,,,,,,"Ministry of Public Works and Settlement, Ankara, Turkey","Turkish Building Code 2017 Ministry of Public Works and Settlement Ankara, Turkey 2017"
